Pk_int,Pk_true,Bk_int,f,Omega_m,Omega_b,h,n_s,sigma_8
/path/to/Pk_contaminated/inbox/latin_hypercube/1551/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1551/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1551/1/Bk_6k_pyspectrum-dz.dat,0.0338028994663817,0.1593,0.04231,0.7013,0.9183,0.8593
/path/to/Pk_contaminated/inbox/latin_hypercube/1552/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1552/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1552/1/Bk_6k_pyspectrum-dz.dat,0.092813488894076,0.1391,0.06175,0.7475,1.1545,0.8485
/path/to/Pk_contaminated/inbox/latin_hypercube/1553/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1553/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1553/1/Bk_6k_pyspectrum-dz.dat,0.0105659180746202,0.1431,0.05663,0.6949,0.8801,0.7995
/path/to/Pk_contaminated/inbox/latin_hypercube/1554/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1554/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1554/1/Bk_6k_pyspectrum-dz.dat,0.0733326666578022,0.3865,0.03865,0.7539,0.9261,0.6835
/path/to/Pk_contaminated/inbox/latin_hypercube/1555/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1555/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1555/1/Bk_6k_pyspectrum-dz.dat,0.0144964849155669,0.1659,0.03613,0.8851,1.1639,0.9609
/path/to/Pk_contaminated/inbox/latin_hypercube/1556/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1556/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1556/1/Bk_6k_pyspectrum-dz.dat,0.1097736066211945,0.1775,0.04097,0.7163,1.0927,0.8312999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1557/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1557/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1557/1/Bk_6k_pyspectrum-dz.dat,0.0460330383279414,0.3347,0.04357,0.5827,0.8047000000000001,0.7451
/path/to/Pk_contaminated/inbox/latin_hypercube/1558/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1558/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1558/1/Bk_6k_pyspectrum-dz.dat,0.1034540906253114,0.3823,0.05435,0.7987,0.8399000000000001,0.8365
/path/to/Pk_contaminated/inbox/latin_hypercube/1559/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1559/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1559/1/Bk_6k_pyspectrum-dz.dat,0.0132953326714093,0.4373,0.04069,0.7113,0.9551,0.6174999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1560/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1560/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1560/1/Bk_6k_pyspectrum-dz.dat,0.1012600229278882,0.1303,0.06635,0.7421,0.9177,0.9849
/path/to/Pk_contaminated/inbox/latin_hypercube/1561/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1561/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1561/1/Bk_6k_pyspectrum-dz.dat,0.0601153453819028,0.2649,0.05837,0.6091,1.0301,0.6748999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1562/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1562/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1562/1/Bk_6k_pyspectrum-dz.dat,0.0580847241786285,0.3619,0.03313,0.8701000000000001,1.1791,0.6969
/path/to/Pk_contaminated/inbox/latin_hypercube/1563/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1563/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1563/1/Bk_6k_pyspectrum-dz.dat,0.1075399500065292,0.3884999999999999,0.05745,0.6649,1.0709,0.9281
/path/to/Pk_contaminated/inbox/latin_hypercube/1564/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1564/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1564/1/Bk_6k_pyspectrum-dz.dat,0.0544195971591079,0.4467,0.03833,0.6043000000000001,0.9691,0.8029
/path/to/Pk_contaminated/inbox/latin_hypercube/1565/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1565/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1565/1/Bk_6k_pyspectrum-dz.dat,0.0598135344804977,0.4286999999999999,0.04495,0.8249,0.8703000000000001,0.7713
/path/to/Pk_contaminated/inbox/latin_hypercube/1566/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1566/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1566/1/Bk_6k_pyspectrum-dz.dat,0.0412008012041585,0.3035,0.04471,0.6695,1.1245,0.6466999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1567/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1567/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1567/1/Bk_6k_pyspectrum-dz.dat,0.0963125966217964,0.1711,0.06031,0.5191,0.8487,0.7681
/path/to/Pk_contaminated/inbox/latin_hypercube/1568/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1568/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1568/1/Bk_6k_pyspectrum-dz.dat,0.0457270502448735,0.3278999999999999,0.03571,0.5653,0.8739,0.6929
/path/to/Pk_contaminated/inbox/latin_hypercube/1569/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1569/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1569/1/Bk_6k_pyspectrum-dz.dat,0.0290182031669013,0.1247,0.05581,0.6593,0.8957,0.6953
/path/to/Pk_contaminated/inbox/latin_hypercube/1570/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1570/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1570/1/Bk_6k_pyspectrum-dz.dat,0.0304484179375049,0.1759,0.05447,0.5319,1.0273,0.6567
/path/to/Pk_contaminated/inbox/latin_hypercube/1571/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1571/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1571/1/Bk_6k_pyspectrum-dz.dat,0.0304950811389376,0.2419,0.06055,0.5911,0.9817,0.8507
/path/to/Pk_contaminated/inbox/latin_hypercube/1572/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1572/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1572/1/Bk_6k_pyspectrum-dz.dat,0.1087357830337966,0.1757,0.04003,0.6677,1.0605,0.7679
/path/to/Pk_contaminated/inbox/latin_hypercube/1573/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1573/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1573/1/Bk_6k_pyspectrum-dz.dat,0.0137012003343995,0.4408999999999999,0.04795,0.6019,0.9423,0.9905
/path/to/Pk_contaminated/inbox/latin_hypercube/1574/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1574/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1574/1/Bk_6k_pyspectrum-dz.dat,0.0877939454741364,0.1557,0.04355,0.6545,0.9577,0.9129
/path/to/Pk_contaminated/inbox/latin_hypercube/1575/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1575/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1575/1/Bk_6k_pyspectrum-dz.dat,0.1081505474106342,0.1501,0.0307099999999999,0.5523,0.8689,0.6204999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1576/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1576/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1576/1/Bk_6k_pyspectrum-dz.dat,0.0415923331850031,0.1513,0.03233,0.8341000000000001,1.1283,0.6077
/path/to/Pk_contaminated/inbox/latin_hypercube/1577/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1577/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1577/1/Bk_6k_pyspectrum-dz.dat,0.0350264429423621,0.1335,0.04363,0.6403,0.8167000000000001,0.8505
/path/to/Pk_contaminated/inbox/latin_hypercube/1578/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1578/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1578/1/Bk_6k_pyspectrum-dz.dat,0.1055841730719781,0.4367,0.05827,0.6625,0.8261000000000001,0.7559
/path/to/Pk_contaminated/inbox/latin_hypercube/1579/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1579/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1579/1/Bk_6k_pyspectrum-dz.dat,0.0708775438969351,0.2221,0.04173,0.8177000000000001,0.9735,0.6518999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1580/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1580/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1580/1/Bk_6k_pyspectrum-dz.dat,0.1017374218110712,0.2427,0.03717,0.6823,0.9893,0.7691
/path/to/Pk_contaminated/inbox/latin_hypercube/1581/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1581/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1581/1/Bk_6k_pyspectrum-dz.dat,0.0239309881044692,0.2263,0.03201,0.7877000000000001,0.9829,0.6523
/path/to/Pk_contaminated/inbox/latin_hypercube/1582/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1582/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1582/1/Bk_6k_pyspectrum-dz.dat,0.0813832632580104,0.3439,0.04717,0.8617,1.1717,0.8359
/path/to/Pk_contaminated/inbox/latin_hypercube/1583/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1583/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1583/1/Bk_6k_pyspectrum-dz.dat,0.0865151956206641,0.1857,0.04779,0.8073,1.1981,0.9641
/path/to/Pk_contaminated/inbox/latin_hypercube/1584/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1584/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1584/1/Bk_6k_pyspectrum-dz.dat,0.057465341538809,0.2593,0.04091,0.6227,1.0337,0.8663000000000001
/path/to/Pk_contaminated/inbox/latin_hypercube/1585/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1585/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1585/1/Bk_6k_pyspectrum-dz.dat,0.0991475350622221,0.1737,0.0309699999999999,0.5947,0.8357,0.6303
/path/to/Pk_contaminated/inbox/latin_hypercube/1586/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1586/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1586/1/Bk_6k_pyspectrum-dz.dat,0.0604458168279954,0.2211,0.05751,0.6859,0.9995,0.7829
/path/to/Pk_contaminated/inbox/latin_hypercube/1587/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1587/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1587/1/Bk_6k_pyspectrum-dz.dat,0.1027529618907291,0.1039,0.03059,0.5437,0.9321,0.6947
/path/to/Pk_contaminated/inbox/latin_hypercube/1588/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1588/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1588/1/Bk_6k_pyspectrum-dz.dat,0.0362127997257016,0.4251,0.03249,0.5129,1.1329,0.6783
/path/to/Pk_contaminated/inbox/latin_hypercube/1589/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1589/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1589/1/Bk_6k_pyspectrum-dz.dat,0.031727111081922,0.3851,0.03197,0.8015000000000001,0.8617,0.6121
/path/to/Pk_contaminated/inbox/latin_hypercube/1590/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1590/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1590/1/Bk_6k_pyspectrum-dz.dat,0.1090839239626897,0.1893,0.05987,0.8919,1.1433,0.7983
/path/to/Pk_contaminated/inbox/latin_hypercube/1591/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1591/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1591/1/Bk_6k_pyspectrum-dz.dat,0.0996374953989077,0.1811,0.04771,0.7257,1.0073,0.6445
/path/to/Pk_contaminated/inbox/latin_hypercube/1592/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1592/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1592/1/Bk_6k_pyspectrum-dz.dat,0.0750535604153888,0.4763,0.05153,0.7583,1.0079,0.8007
/path/to/Pk_contaminated/inbox/latin_hypercube/1593/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1593/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1593/1/Bk_6k_pyspectrum-dz.dat,0.0800503803342183,0.1169,0.03985,0.8859,1.0427,0.6103
/path/to/Pk_contaminated/inbox/latin_hypercube/1594/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1594/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1594/1/Bk_6k_pyspectrum-dz.dat,0.0196246376665947,0.3025,0.05599,0.7017,1.0411,0.8905000000000001
/path/to/Pk_contaminated/inbox/latin_hypercube/1595/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1595/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1595/1/Bk_6k_pyspectrum-dz.dat,0.0121291880905388,0.2489,0.03061,0.6287,1.1391,0.9161
/path/to/Pk_contaminated/inbox/latin_hypercube/1596/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1596/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1596/1/Bk_6k_pyspectrum-dz.dat,0.0936519541733648,0.3575,0.03839,0.6051,0.9731,0.8443
/path/to/Pk_contaminated/inbox/latin_hypercube/1597/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1597/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1597/1/Bk_6k_pyspectrum-dz.dat,0.0136466404565015,0.3431,0.06291,0.6919,1.0765,0.6819
/path/to/Pk_contaminated/inbox/latin_hypercube/1598/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1598/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1598/1/Bk_6k_pyspectrum-dz.dat,0.0342227679551396,0.4539000000000001,0.04291,0.6407,1.1567,0.8711
/path/to/Pk_contaminated/inbox/latin_hypercube/1599/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1599/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1599/1/Bk_6k_pyspectrum-dz.dat,0.0725598131977197,0.4191,0.04971,0.6947,0.9795,0.6759
/path/to/Pk_contaminated/inbox/latin_hypercube/1600/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1600/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1600/1/Bk_6k_pyspectrum-dz.dat,0.0378312207855085,0.4609,0.03007,0.7173,0.8853,0.6039
/path/to/Pk_contaminated/inbox/latin_hypercube/1601/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1601/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1601/1/Bk_6k_pyspectrum-dz.dat,0.0207394125186641,0.1909,0.06163,0.5931,0.8587,0.9279
/path/to/Pk_contaminated/inbox/latin_hypercube/1602/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1602/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1602/1/Bk_6k_pyspectrum-dz.dat,0.028522912284182,0.2557,0.03263,0.7363,1.0281,0.9353
/path/to/Pk_contaminated/inbox/latin_hypercube/1603/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1603/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1603/1/Bk_6k_pyspectrum-dz.dat,0.0177151028724657,0.2395,0.03481,0.5475,1.1915,0.7269
/path/to/Pk_contaminated/inbox/latin_hypercube/1604/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1604/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1604/1/Bk_6k_pyspectrum-dz.dat,0.099376642458298,0.2019,0.04879,0.7603,1.1591,0.7893
/path/to/Pk_contaminated/inbox/latin_hypercube/1605/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1605/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1605/1/Bk_6k_pyspectrum-dz.dat,0.0910236529668816,0.4629,0.06395,0.8751,0.8527,0.9377
/path/to/Pk_contaminated/inbox/latin_hypercube/1606/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1606/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1606/1/Bk_6k_pyspectrum-dz.dat,0.0395922556736033,0.4075000000000001,0.05271,0.8093,0.8797,0.8596999999999999
/path/to/Pk_contaminated/inbox/latin_hypercube/1607/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1607/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1607/1/Bk_6k_pyspectrum-dz.dat,0.093101170757097,0.3017000000000001,0.03859,0.6301,0.8745,0.9729
/path/to/Pk_contaminated/inbox/latin_hypercube/1608/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1608/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1608/1/Bk_6k_pyspectrum-dz.dat,0.0761039739485809,0.3173,0.04645,0.5537,0.8889,0.9919
/path/to/Pk_contaminated/inbox/latin_hypercube/1609/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1609/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1609/1/Bk_6k_pyspectrum-dz.dat,0.0962248292320146,0.2983,0.05459,0.8477000000000001,1.0233,0.9533
/path/to/Pk_contaminated/inbox/latin_hypercube/1610/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1610/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1610/1/Bk_6k_pyspectrum-dz.dat,0.0636969667875226,0.2843,0.06805,0.7969,0.9589,0.9193
/path/to/Pk_contaminated/inbox/latin_hypercube/1611/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1611/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1611/1/Bk_6k_pyspectrum-dz.dat,0.0102907973284055,0.3371,0.03699,0.6993,1.1345,0.7157
/path/to/Pk_contaminated/inbox/latin_hypercube/1612/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1612/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1612/1/Bk_6k_pyspectrum-dz.dat,0.082613923526739,0.4473,0.05011,0.5671,1.0713,0.9125
/path/to/Pk_contaminated/inbox/latin_hypercube/1613/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1613/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1613/1/Bk_6k_pyspectrum-dz.dat,0.1074673885868865,0.2867,0.03413,0.6433,0.9827,0.6141
/path/to/Pk_contaminated/inbox/latin_hypercube/1614/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1614/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1614/1/Bk_6k_pyspectrum-dz.dat,0.0594298123882323,0.3589,0.06187,0.5019,1.0137,0.8953
/path/to/Pk_contaminated/inbox/latin_hypercube/1615/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1615/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1615/1/Bk_6k_pyspectrum-dz.dat,0.053170340616428,0.2323,0.04007,0.7205,0.9561,0.6425
/path/to/Pk_contaminated/inbox/latin_hypercube/1616/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1616/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1616/1/Bk_6k_pyspectrum-dz.dat,0.0142668307946885,0.4246999999999999,0.04393,0.7745,0.8929,0.9273
/path/to/Pk_contaminated/inbox/latin_hypercube/1617/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1617/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1617/1/Bk_6k_pyspectrum-dz.dat,0.0387622642362559,0.1681,0.03663,0.8075000000000001,0.8275,0.8581
/path/to/Pk_contaminated/inbox/latin_hypercube/1618/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1618/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1618/1/Bk_6k_pyspectrum-dz.dat,0.0869958952904294,0.2761,0.0332099999999999,0.6547000000000001,0.8341000000000001,0.7227
/path/to/Pk_contaminated/inbox/latin_hypercube/1619/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1619/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1619/1/Bk_6k_pyspectrum-dz.dat,0.0177693079941125,0.1091,0.03025,0.5843,1.0555,0.9149
/path/to/Pk_contaminated/inbox/latin_hypercube/1620/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1620/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1620/1/Bk_6k_pyspectrum-dz.dat,0.0270541252070504,0.1537,0.03155,0.6239,0.9137,0.8085
/path/to/Pk_contaminated/inbox/latin_hypercube/1621/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1621/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1621/1/Bk_6k_pyspectrum-dz.dat,0.0875716951269939,0.4327,0.03123,0.8605,0.8645,0.9449
/path/to/Pk_contaminated/inbox/latin_hypercube/1622/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1622/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1622/1/Bk_6k_pyspectrum-dz.dat,0.0729894120324279,0.1343,0.04871,0.8251000000000001,0.8385,0.9413
/path/to/Pk_contaminated/inbox/latin_hypercube/1623/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1623/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1623/1/Bk_6k_pyspectrum-dz.dat,0.0796541528051621,0.1007,0.06363,0.6225,0.9085,0.9039
/path/to/Pk_contaminated/inbox/latin_hypercube/1624/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1624/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1624/1/Bk_6k_pyspectrum-dz.dat,0.0998301457478699,0.1713,0.06335,0.5611,1.0595,0.9147
/path/to/Pk_contaminated/inbox/latin_hypercube/1625/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1625/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1625/1/Bk_6k_pyspectrum-dz.dat,0.0700260052024435,0.1355,0.03189,0.7725,1.0981,0.8571
/path/to/Pk_contaminated/inbox/latin_hypercube/1626/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1626/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1626/1/Bk_6k_pyspectrum-dz.dat,0.0718628602181701,0.2093,0.03529,0.7813000000000001,1.1455,0.6583
/path/to/Pk_contaminated/inbox/latin_hypercube/1627/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1627/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1627/1/Bk_6k_pyspectrum-dz.dat,0.0597672390293196,0.4099,0.04527,0.8379000000000001,0.9837,0.9719
/path/to/Pk_contaminated/inbox/latin_hypercube/1628/1/Pk_pylians-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1628/1/Pk_pylians-no-dz.dat,/path/to/Pk_contaminated/inbox/latin_hypercube/1628/1/Bk_6k_pyspectrum-dz.dat,0.0188474621440643,0.3129,0.03239,0.8253,1.1930999999999998,0.7889
